message;severity;node;stamp;topics;location
"{'avg_observe_ratio': 0.2, 'avg_explore_ratio': 0.41, 'fittest_explore_ratio': 0.4, 'fittest_exploit_ratio': 0.4, 'avg_fitness': 4.752, 'avg_exploit_ratio': 0.39, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.2, 'tick_id': 4800, 'fittest_gene': '1-1-0-0-1-1-0-2-1-2-1-0-1-0-1-0-2-2-0-0'}";"2";"/record_generation_server";"1650483416.736895084";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.19, 'avg_explore_ratio': 0.45, 'fittest_explore_ratio': 0.5, 'fittest_exploit_ratio': 0.35, 'avg_fitness': 3.167999999999998, 'avg_exploit_ratio': 0.36, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.15, 'tick_id': 4700, 'fittest_gene': '1-1-0-0-1-1-0-2-1-2-1-0-1-0-0-0-2-0-0-0'}";"2";"/record_generation_server";"1650483416.284543991";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.18, 'avg_explore_ratio': 0.45, 'fittest_explore_ratio': 0.45, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 4.751999999999998, 'avg_exploit_ratio': 0.37, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.1, 'tick_id': 4600, 'fittest_gene': '1-1-0-0-0-1-0-1-1-2-1-0-1-0-1-0-2-0-0-1'}";"2";"/record_generation_server";"1650483415.807912111";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.21, 'avg_explore_ratio': 0.45, 'fittest_explore_ratio': 0.45, 'fittest_exploit_ratio': 0.4, 'avg_fitness': 4.752000000000001, 'avg_exploit_ratio': 0.34, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.15, 'tick_id': 4500, 'fittest_gene': '1-1-0-0-1-1-0-2-1-2-1-0-1-0-1-0-2-0-0-0'}";"2";"/record_generation_server";"1650483415.353810071";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.18, 'avg_explore_ratio': 0.49, 'fittest_explore_ratio': 0.4, 'fittest_exploit_ratio': 0.3, 'avg_fitness': 3.167999999999998, 'avg_exploit_ratio': 0.33, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.3, 'tick_id': 4400, 'fittest_gene': '1-1-0-0-0-1-0-2-2-2-1-0-1-2-1-2-2-0-0-0'}";"2";"/record_generation_server";"1650483414.870944023";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.19, 'avg_explore_ratio': 0.45, 'fittest_explore_ratio': 0.4, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 3.168, 'avg_exploit_ratio': 0.36, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.15, 'tick_id': 4300, 'fittest_gene': '1-1-1-0-0-1-0-2-1-2-1-0-1-0-1-2-0-1-0-0'}";"2";"/record_generation_server";"1650483414.392180919";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.22, 'avg_explore_ratio': 0.42, 'fittest_explore_ratio': 0.4, 'fittest_exploit_ratio': 0.35, 'avg_fitness': 3.167999999999998, 'avg_exploit_ratio': 0.36, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.25, 'tick_id': 4200, 'fittest_gene': '1-1-0-0-0-1-0-2-2-2-1-0-1-1-1-2-2-0-0-0'}";"2";"/record_generation_server";"1650483413.934026002";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.18, 'avg_explore_ratio': 0.46, 'fittest_explore_ratio': 0.4, 'fittest_exploit_ratio': 0.4, 'avg_fitness': 3.167999999999998, 'avg_exploit_ratio': 0.36, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.2, 'tick_id': 4100, 'fittest_gene': '1-1-0-0-0-1-0-2-1-2-2-0-1-0-1-1-2-1-0-0'}";"2";"/record_generation_server";"1650483413.454960107";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.18, 'avg_explore_ratio': 0.44, 'fittest_explore_ratio': 0.5, 'fittest_exploit_ratio': 0.35, 'avg_fitness': 3.167999999999998, 'avg_exploit_ratio': 0.38, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.15, 'tick_id': 4000, 'fittest_gene': '1-1-0-0-0-1-0-2-1-2-1-0-1-0-1-0-2-0-0-0'}";"2";"/record_generation_server";"1650483412.970201015";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.16, 'avg_explore_ratio': 0.41, 'fittest_explore_ratio': 0.4, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 3.167999999999998, 'avg_exploit_ratio': 0.43, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.15, 'tick_id': 3900, 'fittest_gene': '1-1-1-0-0-1-0-2-1-2-0-0-1-0-1-1-2-1-0-0'}";"2";"/record_generation_server";"1650483412.533379077";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.16, 'avg_explore_ratio': 0.41, 'fittest_explore_ratio': 0.45, 'fittest_exploit_ratio': 0.35, 'avg_fitness': 3.168, 'avg_exploit_ratio': 0.43, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.2, 'tick_id': 3800, 'fittest_gene': '1-1-1-0-0-1-0-2-2-2-1-0-1-0-1-2-0-0-0-0'}";"2";"/record_generation_server";"1650483412.109560012";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.15, 'avg_explore_ratio': 0.42, 'fittest_explore_ratio': 0.35, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 4.752000000000001, 'avg_exploit_ratio': 0.43, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.15, 'tick_id': 3700, 'fittest_gene': '1-1-1-0-0-1-0-2-1-2-1-0-1-0-1-1-2-1-0-0'}";"2";"/record_generation_server";"1650483411.648422956";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.16, 'avg_explore_ratio': 0.45, 'fittest_explore_ratio': 0.55, 'fittest_exploit_ratio': 0.3, 'avg_fitness': 4.751999999999997, 'avg_exploit_ratio': 0.39, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.15, 'tick_id': 3600, 'fittest_gene': '1-1-0-0-0-1-0-2-1-2-0-0-1-0-1-2-0-0-0-0'}";"2";"/record_generation_server";"1650483411.199573040";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.16, 'avg_explore_ratio': 0.44, 'fittest_explore_ratio': 0.5, 'fittest_exploit_ratio': 0.35, 'avg_fitness': 3.1679999999999984, 'avg_exploit_ratio': 0.4, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.15, 'tick_id': 3500, 'fittest_gene': '1-1-1-0-0-1-0-2-1-2-0-0-1-0-1-2-0-0-0-0'}";"2";"/record_generation_server";"1650483410.682789087";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.17, 'avg_explore_ratio': 0.45, 'fittest_explore_ratio': 0.4, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 4.751999999999998, 'avg_exploit_ratio': 0.38, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.15, 'tick_id': 3400, 'fittest_gene': '1-1-1-0-0-1-0-2-1-2-0-0-1-0-1-1-2-1-0-0'}";"2";"/record_generation_server";"1650483410.163041114";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.19, 'avg_explore_ratio': 0.43, 'fittest_explore_ratio': 0.4, 'fittest_exploit_ratio': 0.4, 'avg_fitness': 3.167999999999998, 'avg_exploit_ratio': 0.38, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.2, 'tick_id': 3300, 'fittest_gene': '1-1-1-0-0-1-0-2-1-2-0-0-1-0-1-2-2-1-0-0'}";"2";"/record_generation_server";"1650483409.694947004";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.16, 'avg_explore_ratio': 0.49, 'fittest_explore_ratio': 0.4, 'fittest_exploit_ratio': 0.4, 'avg_fitness': 4.751999999999998, 'avg_exploit_ratio': 0.35, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.2, 'tick_id': 3200, 'fittest_gene': '1-1-1-0-0-1-0-2-1-2-0-0-1-0-1-2-2-1-0-0'}";"2";"/record_generation_server";"1650483409.227436065";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.2, 'avg_explore_ratio': 0.5, 'fittest_explore_ratio': 0.5, 'fittest_exploit_ratio': 0.2, 'avg_fitness': 4.751999999999998, 'avg_exploit_ratio': 0.3, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.3, 'tick_id': 3100, 'fittest_gene': '1-0-0-0-0-2-0-2-1-2-0-2-1-0-1-2-0-0-0-2'}";"2";"/record_generation_server";"1650483408.736176013";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.16, 'avg_explore_ratio': 0.6, 'fittest_explore_ratio': 0.6, 'fittest_exploit_ratio': 0.25, 'avg_fitness': 3.168, 'avg_exploit_ratio': 0.24, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.15, 'tick_id': 3000, 'fittest_gene': '1-1-0-0-1-1-0-2-1-2-0-2-0-0-0-0-0-0-0-0'}";"2";"/record_generation_server";"1650483408.245426893";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.15, 'avg_explore_ratio': 0.6, 'fittest_explore_ratio': 0.55, 'fittest_exploit_ratio': 0.3, 'avg_fitness': 4.752, 'avg_exploit_ratio': 0.25, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.15, 'tick_id': 2900, 'fittest_gene': '1-1-0-0-1-1-0-2-1-2-0-2-1-0-0-0-0-0-0-0'}";"2";"/record_generation_server";"1650483407.755095005";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.16, 'avg_explore_ratio': 0.6, 'fittest_explore_ratio': 0.6, 'fittest_exploit_ratio': 0.25, 'avg_fitness': 4.751999999999998, 'avg_exploit_ratio': 0.24, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.15, 'tick_id': 2800, 'fittest_gene': '1-1-0-0-0-1-0-2-1-2-0-2-1-0-0-0-0-0-0-0'}";"2";"/record_generation_server";"1650483407.286588907";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.15, 'avg_explore_ratio': 0.61, 'fittest_explore_ratio': 0.6, 'fittest_exploit_ratio': 0.25, 'avg_fitness': 4.752000000000001, 'avg_exploit_ratio': 0.24, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.15, 'tick_id': 2700, 'fittest_gene': '1-1-0-0-0-1-0-2-1-2-0-2-1-0-0-0-0-0-0-0'}";"2";"/record_generation_server";"1650483406.839298963";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.22, 'avg_explore_ratio': 0.52, 'fittest_explore_ratio': 0.5, 'fittest_exploit_ratio': 0.25, 'avg_fitness': 3.167999999999998, 'avg_exploit_ratio': 0.26, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.25, 'tick_id': 2600, 'fittest_gene': '1-1-0-0-1-1-0-0-0-2-2-2-0-1-0-0-0-2-2-0'}";"2";"/record_generation_server";"1650483406.354891061";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.23, 'avg_explore_ratio': 0.5, 'fittest_explore_ratio': 0.6, 'fittest_exploit_ratio': 0.25, 'avg_fitness': 4.751999999999998, 'avg_exploit_ratio': 0.27, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.15, 'tick_id': 2500, 'fittest_gene': '1-1-0-0-1-1-0-2-1-2-0-2-0-0-0-0-0-0-0-0'}";"2";"/record_generation_server";"1650483405.887047052";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.22, 'avg_explore_ratio': 0.51, 'fittest_explore_ratio': 0.45, 'fittest_exploit_ratio': 0.3, 'avg_fitness': 4.752, 'avg_exploit_ratio': 0.27, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.25, 'tick_id': 2400, 'fittest_gene': '1-1-0-0-1-1-0-0-1-2-2-1-0-0-2-0-0-2-2-0'}";"2";"/record_generation_server";"1650483405.387588977";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.23, 'avg_explore_ratio': 0.55, 'fittest_explore_ratio': 0.5, 'fittest_exploit_ratio': 0.3, 'avg_fitness': 4.751999999999998, 'avg_exploit_ratio': 0.22, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.2, 'tick_id': 2300, 'fittest_gene': '1-1-0-0-1-1-0-2-1-2-2-1-0-0-2-0-0-0-0-0'}";"2";"/record_generation_server";"1650483404.905519962";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.23, 'avg_explore_ratio': 0.55, 'fittest_explore_ratio': 0.55, 'fittest_exploit_ratio': 0.25, 'avg_fitness': 4.751999999999997, 'avg_exploit_ratio': 0.22, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.2, 'tick_id': 2200, 'fittest_gene': '1-0-2-0-1-1-0-2-0-2-1-2-0-1-0-0-0-0-0-0'}";"2";"/record_generation_server";"1650483404.440083026";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.28, 'avg_explore_ratio': 0.49, 'fittest_explore_ratio': 0.45, 'fittest_exploit_ratio': 0.25, 'avg_fitness': 4.752, 'avg_exploit_ratio': 0.23, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.3, 'tick_id': 2100, 'fittest_gene': '1-1-0-0-1-1-0-2-1-2-0-0-2-2-0-0-0-2-2-0'}";"2";"/record_generation_server";"1650483403.973872900";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.29, 'avg_explore_ratio': 0.49, 'fittest_explore_ratio': 0.5, 'fittest_exploit_ratio': 0.2, 'avg_fitness': 3.168, 'avg_exploit_ratio': 0.22, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.3, 'tick_id': 2000, 'fittest_gene': '1-0-2-0-1-1-0-2-1-2-0-2-2-0-0-0-0-0-2-0'}";"2";"/record_generation_server";"1650483403.516946077";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.29, 'avg_explore_ratio': 0.5, 'fittest_explore_ratio': 0.55, 'fittest_exploit_ratio': 0.2, 'avg_fitness': 3.1679999999999984, 'avg_exploit_ratio': 0.21, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.25, 'tick_id': 1900, 'fittest_gene': '1-0-0-0-1-1-0-2-1-2-0-2-2-0-0-0-0-0-2-0'}";"2";"/record_generation_server";"1650483403.021523952";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.28, 'avg_explore_ratio': 0.48, 'fittest_explore_ratio': 0.45, 'fittest_exploit_ratio': 0.25, 'avg_fitness': 3.167999999999998, 'avg_exploit_ratio': 0.24, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.3, 'tick_id': 1800, 'fittest_gene': '1-1-0-0-1-1-0-2-1-2-0-2-2-0-0-0-0-0-2-2'}";"2";"/record_generation_server";"1650483402.503961086";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.3, 'avg_explore_ratio': 0.47, 'fittest_explore_ratio': 0.45, 'fittest_exploit_ratio': 0.2, 'avg_fitness': 3.1679999999999984, 'avg_exploit_ratio': 0.23, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.35, 'tick_id': 1700, 'fittest_gene': '1-0-0-0-1-1-0-2-0-2-2-2-2-1-0-0-0-0-2-2'}";"2";"/record_generation_server";"1650483402.035500049";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.3, 'avg_explore_ratio': 0.47, 'fittest_explore_ratio': 0.4, 'fittest_exploit_ratio': 0.25, 'avg_fitness': 3.167999999999998, 'avg_exploit_ratio': 0.23, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.35, 'tick_id': 1600, 'fittest_gene': '1-2-0-0-1-1-0-2-1-2-0-2-2-1-0-0-0-0-2-2'}";"2";"/record_generation_server";"1650483401.591589927";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.3, 'avg_explore_ratio': 0.43, 'fittest_explore_ratio': 0.45, 'fittest_exploit_ratio': 0.25, 'avg_fitness': 4.752000000000001, 'avg_exploit_ratio': 0.27, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.3, 'tick_id': 1500, 'fittest_gene': '1-0-0-0-1-1-0-2-1-2-0-2-2-1-0-0-0-0-2-2'}";"2";"/record_generation_server";"1650483401.143904924";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.27, 'avg_explore_ratio': 0.43, 'fittest_explore_ratio': 0.4, 'fittest_exploit_ratio': 0.35, 'avg_fitness': 4.751999999999998, 'avg_exploit_ratio': 0.3, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.25, 'tick_id': 1400, 'fittest_gene': '1-0-1-0-1-1-0-2-1-2-0-2-2-1-0-0-0-0-2-1'}";"2";"/record_generation_server";"1650483400.643063068";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.26, 'avg_explore_ratio': 0.39, 'fittest_explore_ratio': 0.45, 'fittest_exploit_ratio': 0.3, 'avg_fitness': 4.751999999999998, 'avg_exploit_ratio': 0.35, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.25, 'tick_id': 1300, 'fittest_gene': '1-0-0-0-1-1-0-2-1-2-0-2-2-1-0-0-0-0-2-1'}";"2";"/record_generation_server";"1650483400.182442903";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.28, 'avg_explore_ratio': 0.37, 'fittest_explore_ratio': 0.4, 'fittest_exploit_ratio': 0.35, 'avg_fitness': 4.752, 'avg_exploit_ratio': 0.35, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.25, 'tick_id': 1200, 'fittest_gene': '1-0-1-0-1-1-0-2-1-2-0-2-2-1-0-0-0-0-2-1'}";"2";"/record_generation_server";"1650483399.688837051";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.27, 'avg_explore_ratio': 0.36, 'fittest_explore_ratio': 0.4, 'fittest_exploit_ratio': 0.35, 'avg_fitness': 4.751999999999998, 'avg_exploit_ratio': 0.37, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.25, 'tick_id': 1100, 'fittest_gene': '1-0-1-0-1-1-0-2-1-2-0-2-2-1-0-0-0-0-2-1'}";"2";"/record_generation_server";"1650483399.233557939";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.27, 'avg_explore_ratio': 0.37, 'fittest_explore_ratio': 0.35, 'fittest_exploit_ratio': 0.35, 'avg_fitness': 3.167999999999998, 'avg_exploit_ratio': 0.36, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.3, 'tick_id': 1000, 'fittest_gene': '1-0-1-0-1-1-0-2-1-2-1-2-2-1-0-0-2-0-2-0'}";"2";"/record_generation_server";"1650483398.742094993";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.3, 'avg_explore_ratio': 0.35, 'fittest_explore_ratio': 0.3, 'fittest_exploit_ratio': 0.4, 'avg_fitness': 4.752, 'avg_exploit_ratio': 0.35, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.3, 'tick_id': 900, 'fittest_gene': '1-0-1-0-1-1-0-2-1-2-0-2-2-1-2-0-1-0-2-1'}";"2";"/record_generation_server";"1650483398.255604028";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.28, 'avg_explore_ratio': 0.38, 'fittest_explore_ratio': 0.3, 'fittest_exploit_ratio': 0.4, 'avg_fitness': 3.1679999999999984, 'avg_exploit_ratio': 0.34, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.3, 'tick_id': 800, 'fittest_gene': '1-0-1-0-1-1-0-2-1-2-0-2-2-1-2-0-1-0-2-1'}";"2";"/record_generation_server";"1650483397.771507978";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.25, 'avg_explore_ratio': 0.36, 'fittest_explore_ratio': 0.4, 'fittest_exploit_ratio': 0.35, 'avg_fitness': 3.167999999999998, 'avg_exploit_ratio': 0.39, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.25, 'tick_id': 700, 'fittest_gene': '1-0-0-1-2-1-0-0-1-2-0-2-2-1-0-0-1-0-2-1'}";"2";"/record_generation_server";"1650483397.298739910";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.24, 'avg_explore_ratio': 0.4, 'fittest_explore_ratio': 0.35, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 3.1679999999999984, 'avg_exploit_ratio': 0.36, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.2, 'tick_id': 600, 'fittest_gene': '1-0-1-1-1-1-0-0-1-2-0-2-2-1-0-0-1-0-2-1'}";"2";"/record_generation_server";"1650483396.849193096";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.23, 'avg_explore_ratio': 0.4, 'fittest_explore_ratio': 0.4, 'fittest_exploit_ratio': 0.35, 'avg_fitness': 3.167999999999998, 'avg_exploit_ratio': 0.37, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.25, 'tick_id': 500, 'fittest_gene': '1-0-0-1-2-1-0-0-1-2-0-2-2-1-1-0-1-0-2-0'}";"2";"/record_generation_server";"1650483396.392318964";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.28, 'avg_explore_ratio': 0.41, 'fittest_explore_ratio': 0.45, 'fittest_exploit_ratio': 0.35, 'avg_fitness': 4.752, 'avg_exploit_ratio': 0.31, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.2, 'tick_id': 400, 'fittest_gene': '1-0-0-1-1-1-0-0-1-2-0-2-2-1-0-0-1-0-2-0'}";"2";"/record_generation_server";"1650483395.933582067";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.31, 'avg_explore_ratio': 0.38, 'fittest_explore_ratio': 0.4, 'fittest_exploit_ratio': 0.25, 'avg_fitness': 3.167999999999998, 'avg_exploit_ratio': 0.31, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.35, 'tick_id': 300, 'fittest_gene': '1-2-2-0-1-0-0-2-1-2-0-2-2-1-0-0-1-0-2-0'}";"2";"/record_generation_server";"1650483395.460012912";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.39, 'avg_explore_ratio': 0.33, 'fittest_explore_ratio': 0.35, 'fittest_exploit_ratio': 0.35, 'avg_fitness': 1.5839999999999979, 'avg_exploit_ratio': 0.28, 'max_fitness': 2.6399999999999966, 'fittest_observe_ratio': 0.3, 'tick_id': 200, 'fittest_gene': '1-0-2-1-1-1-2-0-1-2-1-0-0-2-0-2-2-1-0-0'}";"2";"/record_generation_server";"1650483394.974348068";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.38, 'avg_explore_ratio': 0.31, 'fittest_explore_ratio': 0.25, 'fittest_exploit_ratio': 0.3, 'avg_fitness': 1.584, 'avg_exploit_ratio': 0.31, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.45, 'tick_id': 100, 'fittest_gene': '1-0-2-1-1-1-1-1-2-2-0-0-2-2-2-2-2-0-0-2'}";"2";"/record_generation_server";"1650483394.516036033";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"Bee initialized with id: 4";"2";"/bees/bee_4";"1650483392.255690097";"/bees/bee_updated,/bees/outcome_processed,/rosout";"bee.py:start_bee_node:97"
"Bee initialized with id: 1";"2";"/bees/bee_1";"1650483392.128156900";"/bees/bee_updated,/bees/outcome_processed,/rosout";"bee.py:start_bee_node:97"
"Bee initialized with id: 3";"2";"/bees/bee_3";"1650483392.182962894";"/bees/bee_updated,/bees/outcome_processed,/rosout";"bee.py:start_bee_node:97"
"Bee initialized with id: 5";"2";"/bees/bee_5";"1650483392.229397058";"/bees/bee_updated,/bees/outcome_processed,/rosout";"bee.py:start_bee_node:97"
"Bee initialized with id: 2";"2";"/bees/bee_2";"1650483392.111387014";"/bees/bee_updated,/bees/outcome_processed,/rosout";"bee.py:start_bee_node:97"
"Ready to record generations of bees. Saving files to high_variance.csv";"2";"/record_generation_server";"1650483390.307174921";"/rosout";"record_generation_server.py:start_server:65"
